1,126.693,1.61198,4.34611,1.78426,0.0496,0.80401,0.07268,0.05383,0.95859,3.72352,1.37981,8.4992e-05,8.4992e-05,8.4992e-05
2,268.045,0.97084,3.37454,1.26693,0.33292,0.37301,0.20081,0.17551,0.57361,3.39781,1.17843,0.000160957,0.000160957,0.000160957
3,405.006,0.90027,2.8182,1.21011,0.34489,0.47984,0.37574,0.32645,0.54499,2.49609,1.18166,0.000227536,0.000227536,0.000227536
4,537.815,0.85599,2.51123,1.16301,0.40151,0.55945,0.49007,0.43819,0.5014,2.14657,1.13028,0.00021376,0.00021376,0.00021376
5,672.95,0.80785,2.25892,1.12892,0.46266,0.5837,0.5378,0.48078,0.47165,2.00897,1.11071,0.00019968,0.00019968,0.00019968
6,808.694,0.76844,2.12149,1.10186,0.52014,0.67498,0.64858,0.59139,0.38869,1.78379,1.0847,0.0001856,0.0001856,0.0001856
7,943.257,0.73812,1.96772,1.08853,0.61651,0.71107,0.72485,0.64898,0.47358,1.56603,1.12127,0.00017152,0.00017152,0.00017152
8,1086.52,0.70655,1.85119,1.06676,0.64497,0.70488,0.74854,0.70267,0.34257,1.48605,1.07241,0.00015744,0.00015744,0.00015744
9,1289.15,0.76081,1.71283,1.1986,0.72894,0.75109,0.8252,0.78286,0.32298,1.23753,1.06622,0.00014336,0.00014336,0.00014336
10,1435.3,0.70179,1.51629,1.16103,0.74538,0.79321,0.85633,0.83002,0.26571,1.15523,1.05253,0.00012928,0.00012928,0.00012928
11,1573.62,0.68393,1.38322,1.14882,0.80306,0.80738,0.88166,0.86569,0.26323,1.03534,1.04683,0.0001152,0.0001152,0.0001152
12,1718.22,0.67518,1.27252,1.14363,0.85649,0.83575,0.91076,0.89005,0.26162,0.9036,1.04555,0.00010112,0.00010112,0.00010112
13,1851.43,0.64197,1.17456,1.12001,0.87224,0.85916,0.93586,0.91985,0.24004,0.81776,1.04559,8.704e-05,8.704e-05,8.704e-05
14,1988.91,0.62998,1.12015,1.12047,0.87887,0.90019,0.94446,0.9368,0.21847,0.75174,1.03586,7.296e-05,7.296e-05,7.296e-05
15,2129.35,0.62607,1.04634,1.11335,0.89543,0.88496,0.94756,0.94265,0.2028,0.73942,1.03207,5.888e-05,5.888e-05,5.888e-05
16,2261.94,0.59649,1.00476,1.09173,0.91339,0.89955,0.95842,0.94999,0.22066,0.69015,1.03678,4.48e-05,4.48e-05,4.48e-05
17,2395.42,0.59301,0.96068,1.09367,0.92304,0.91101,0.9644,0.96004,0.18278,0.63942,1.03047,3.072e-05,3.072e-05,3.072e-05
18,2532.19,0.58065,0.92433,1.08405,0.92884,0.9292,0.96822,0.96395,0.17972,0.62204,1.02878,1.664e-05,1.664e-05,1.664e-05
1,159.487,1.43114,4.38731,1.9246,0.02717,0.97143,0.06724,0.05862,0.64946,3.77376,1.23148,8.49748e-05,8.49748e-05,8.49748e-05
2,294.849,0.85846,3.2985,1.24169,0.32077,0.46673,0.31713,0.27857,0.56969,2.64801,1.17238,0.000153448,0.000153448,0.000153448
3,422.855,0.81818,2.55918,1.21903,0.38848,0.61064,0.5036,0.45935,0.43558,2.24179,1.1002,0.000205024,0.000205024,0.000205024
4,547.232,0.77857,2.13765,1.1908,0.58202,0.66261,0.67352,0.62381,0.38449,1.77585,1.0825,0.000179968,0.000179968,0.000179968
5,675.227,0.75657,1.83768,1.18797,0.69673,0.7285,0.80316,0.73675,0.44366,1.45262,1.08394,0.000154624,0.000154624,0.000154624
6,810.002,0.73579,1.63884,1.17896,0.76271,0.75378,0.8434,0.78268,0.3855,1.25323,1.07198,0.00012928,0.00012928,0.00012928
7,939.219,0.68086,1.46339,1.13713,0.80987,0.81519,0.89499,0.85214,0.32623,1.05562,1.05552,0.000103936,0.000103936,0.000103936
8,1068.9,0.67383,1.32157,1.13585,0.84947,0.85456,0.91903,0.8831,0.30536,0.94778,1.05137,7.8592e-05,7.8592e-05,7.8592e-05
9,1200.03,0.6649,1.23712,1.1326,0.88418,0.85996,0.93499,0.89789,0.31058,0.88855,1.04982,5.3248e-05,5.3248e-05,5.3248e-05
10,1328.54,0.62459,1.1661,1.109,0.90049,0.86536,0.94246,0.9042,0.31003,0.83941,1.04772,2.7904e-05,2.7904e-05,2.7904e-05
