1,137.527,1.6412,4.37366,1.811,0.03388,0.77552,0.054,0.03973,0.83369,3.78385,1.32802,8.49639e-05,8.49639e-05,8.49639e-05
2,266.6,0.99363,3.41651,1.28103,0.26311,0.36943,0.16646,0.14088,0.59321,3.26988,1.20247,0.000159058,0.000159058,0.000159058
3,386.561,0.94055,2.90475,1.24365,0.26672,0.48768,0.33438,0.29865,0.54301,2.68733,1.17,0.000221887,0.000221887,0.000221887
4,523.015,0.87754,2.58934,1.18598,0.37865,0.53928,0.42297,0.36949,0.56539,2.38836,1.15441,0.000205312,0.000205312,0.000205312
5,654.28,0.8178,2.35915,1.13771,0.44749,0.59583,0.54868,0.50025,0.41521,1.98697,1.10117,0.000188416,0.000188416,0.000188416
6,815.183,0.83413,2.18239,1.23199,0.54625,0.67461,0.64361,0.59901,0.36106,1.74365,1.06817,0.00017152,0.00017152,0.00017152
7,941.389,0.74417,1.89791,1.17465,0.62543,0.70323,0.72571,0.70759,0.27984,1.5292,1.051,0.000154624,0.000154624,0.000154624
8,1065.82,0.74589,1.72223,1.16858,0.67295,0.7491,0.78398,0.73862,0.36051,1.36095,1.06617,0.000137728,0.000137728,0.000137728
9,1194.82,0.69676,1.5635,1.14232,0.72187,0.78741,0.83322,0.78052,0.35209,1.21496,1.06054,0.000120832,0.000120832,0.000120832
10,1317.89,0.68298,1.46566,1.14707,0.78949,0.81075,0.8701,0.85528,0.25061,1.0795,1.04294,0.000103936,0.000103936,0.000103936
11,1442.67,0.67173,1.34848,1.1294,0.81643,0.85056,0.90624,0.89708,0.23718,0.98757,1.03563,8.704e-05,8.704e-05,8.704e-05
12,1570.27,0.64737,1.26327,1.11941,0.86111,0.85995,0.92786,0.92202,0.21432,0.87209,1.03424,7.0144e-05,7.0144e-05,7.0144e-05
13,1693.18,0.61678,1.17256,1.09439,0.86836,0.86924,0.93303,0.92636,0.20658,0.84629,1.03418,5.3248e-05,5.3248e-05,5.3248e-05
14,1816.95,0.63202,1.16401,1.11418,0.88331,0.90444,0.94666,0.93578,0.23802,0.78918,1.03684,3.6352e-05,3.6352e-05,3.6352e-05
15,1942.68,0.61981,1.09174,1.10763,0.89058,0.90528,0.95244,0.94776,0.19532,0.75302,1.03024,1.9456e-05,1.9456e-05,1.9456e-05
1,167.711,1.61663,4.45643,1.90439,0.0363,0.70197,0.05217,0.04117,0.7274,4.12486,1.22535,8.49639e-05,8.49639e-05,8.49639e-05
2,343.303,0.94817,3.49576,1.30171,0.35974,0.33952,0.21197,0.16523,0.87078,3.45568,1.21331,0.000159058,0.000159058,0.000159058
3,512.15,0.91081,2.94802,1.2529,0.35799,0.43029,0.361,0.31689,0.53506,2.72624,1.01244,0.000221887,0.000221887,0.000221887
4,673.739,0.85606,2.59431,1.18856,0.40877,0.59506,0.48456,0.41827,0.58442,2.37847,1.03549,0.000205312,0.000205312,0.000205312
5,835.904,0.79421,2.35644,1.14679,0.46494,0.6128,0.56707,0.50077,0.50586,2.26031,0.94237,0.000188416,0.000188416,0.000188416
6,1033.15,0.77009,2.304,1.31574,0.52434,0.64811,0.61344,0.57674,0.36153,1.93513,0.87194,0.00017152,0.00017152,0.00017152
7,1192.89,0.71923,2.01003,1.26978,0.63177,0.71279,0.73876,0.69804,0.35227,1.59546,0.84806,0.000154624,0.000154624,0.000154624
8,1349.74,0.70391,1.82096,1.26316,0.70745,0.7508,0.79933,0.78196,0.28798,1.44137,0.83529,0.000137728,0.000137728,0.000137728
9,1504.18,0.66824,1.63507,1.23057,0.72294,0.752,0.81308,0.75476,0.42871,1.41332,0.90359,0.000120832,0.000120832,0.000120832
10,1658.18,0.65757,1.51884,1.23929,0.7916,0.80468,0.87796,0.86504,0.25745,1.17264,0.82431,0.000103936,0.000103936,0.000103936
11,1813.82,0.65455,1.39347,1.23123,0.79568,0.83684,0.89445,0.88301,0.23727,1.10528,0.81888,8.704e-05,8.704e-05,8.704e-05
12,1968.3,0.62648,1.31625,1.20473,0.84466,0.85454,0.9131,0.90739,0.23466,1.00399,0.81463,7.0144e-05,7.0144e-05,7.0144e-05
13,2121.43,0.59535,1.21626,1.1756,0.86971,0.87182,0.93329,0.92487,0.22872,0.94605,0.80761,5.3248e-05,5.3248e-05,5.3248e-05
14,2274.08,0.61616,1.18794,1.20429,0.87918,0.89022,0.94331,0.93695,0.21058,0.89903,0.80434,3.6352e-05,3.6352e-05,3.6352e-05
15,2426.77,0.60401,1.13909,1.1919,0.90148,0.89026,0.95129,0.94603,0.1812,0.85614,0.79353,1.9456e-05,1.9456e-05,1.9456e-05
1,129.075,1.6412,4.37366,1.811,0.03388,0.77552,0.054,0.03973,0.83369,3.78385,1.32802,8.49639e-05,8.49639e-05,8.49639e-05
2,253.749,0.98948,3.41328,1.28063,0.36788,0.34616,0.19478,0.16286,0.67478,3.17341,1.23815,0.000161868,0.000161868,0.000161868
3,377.714,0.9395,2.90241,1.24307,0.26639,0.4644,0.32331,0.28806,0.53961,2.67147,1.17126,0.000230323,0.000230323,0.000230323
4,500.935,0.87503,2.58262,1.18376,0.36873,0.55855,0.44987,0.39831,0.52436,2.30296,1.14455,0.000217984,0.000217984,0.000217984
5,625.641,0.82391,2.36017,1.13984,0.46076,0.5859,0.5409,0.48672,0.46567,2.05307,1.11635,0.000205312,0.000205312,0.000205312
6,750.048,0.78198,2.187,1.10637,0.54067,0.63861,0.61903,0.56063,0.4375,1.84602,1.08894,0.00019264,0.00019264,0.00019264
7,874.026,0.78549,2.05971,1.10676,0.58955,0.69397,0.69113,0.65265,0.33767,1.57002,1.07145,0.000179968,0.000179968,0.000179968
8,1014.3,0.73258,1.92558,1.08074,0.63663,0.71482,0.74545,0.67334,0.42642,1.52904,1.09868,0.000167296,0.000167296,0.000167296
9,1135.17,0.70932,1.83378,1.06489,0.68217,0.72097,0.76445,0.71472,0.34658,1.37807,1.07721,0.000154624,0.000154624,0.000154624
10,1274.91,0.704,1.77125,1.06218,0.67678,0.73798,0.79044,0.73786,0.36673,1.33361,1.07151,0.000141952,0.000141952,0.000141952
11,1451.27,0.73388,1.66552,1.16532,0.739,0.77032,0.83427,0.79737,0.31277,1.21572,1.0554,0.00012928,0.00012928,0.00012928
12,1596.45,0.71454,1.44615,1.1573,0.78508,0.81864,0.86674,0.81378,0.34206,1.09384,1.05774,0.000116608,0.000116608,0.000116608
13,1736.35,0.67213,1.34788,1.12852,0.84144,0.82739,0.9006,0.84265,0.35105,0.9597,1.05956,0.000103936,0.000103936,0.000103936
14,1874.47,0.65773,1.25576,1.12221,0.84716,0.83301,0.91065,0.8982,0.23927,0.90014,1.03621,9.1264e-05,9.1264e-05,9.1264e-05
15,1992.79,0.65185,1.17914,1.13103,0.84668,0.86411,0.92545,0.91633,0.23385,0.82602,1.03575,7.8592e-05,7.8592e-05,7.8592e-05
16,2113.64,0.63575,1.11995,1.11868,0.8919,0.89153,0.94837,0.93851,0.21833,0.72808,1.03336,6.592e-05,6.592e-05,6.592e-05
17,2233.07,0.61342,1.08072,1.10392,0.90616,0.89032,0.95416,0.94839,0.19896,0.68066,1.02707,5.3248e-05,5.3248e-05,5.3248e-05
18,2351.79,0.61603,1.02559,1.11493,0.91756,0.90754,0.96028,0.94488,0.2618,0.6696,1.03723,4.0576e-05,4.0576e-05,4.0576e-05
19,2470.93,0.60145,0.97028,1.09318,0.91734,0.91894,0.96485,0.95706,0.21331,0.63025,1.03018,2.7904e-05,2.7904e-05,2.7904e-05
20,2588.87,0.58375,0.95229,1.08313,0.92411,0.92353,0.96817,0.96218,0.19969,0.60915,1.0281,1.5232e-05,1.5232e-05,1.5232e-05
1,107.729,1.66059,4.38046,1.82209,0.04358,0.76258,0.05998,0.04267,0.83425,3.75174,1.31713,8.29832e-05,8.29832e-05,8.29832e-05
2,217.212,0.99854,3.41046,1.23898,0.32847,0.31659,0.21919,0.19048,0.58944,3.0657,1.18061,0.000158084,0.000158084,0.000158084
3,339.488,0.96269,2.86484,1.213,0.35424,0.49825,0.37522,0.31485,0.68147,2.54859,1.24459,0.000224935,0.000224935,0.000224935
4,464.6,0.89224,2.49522,1.16117,0.46233,0.55824,0.50439,0.4343,0.58781,2.25303,1.20385,0.000212875,0.000212875,0.000212875
5,586.151,0.85656,2.28512,1.1311,0.62952,0.53199,0.59726,0.52636,0.47726,1.92257,1.12293,0.0002005,0.0002005,0.0002005
6,709.538,0.81704,2.11583,1.11506,0.6257,0.60212,0.66156,0.60393,0.40666,1.74802,1.1108,0.000188125,0.000188125,0.000188125
7,828.636,0.77729,1.98434,1.09518,0.66334,0.67404,0.74432,0.66994,0.4299,1.58225,1.10613,0.00017575,0.00017575,0.00017575
8,949.281,0.75132,1.87078,1.07915,0.70302,0.75965,0.81368,0.75625,0.36971,1.39752,1.08675,0.000163375,0.000163375,0.000163375
9,1074.24,0.72596,1.77716,1.07061,0.70634,0.73159,0.80632,0.74859,0.34756,1.37254,1.08761,0.000151,0.000151,0.000151
10,1199.23,0.7109,1.6844,1.05982,0.76732,0.7787,0.85936,0.81757,0.33156,1.20451,1.07401,0.000138625,0.000138625,0.000138625
11,1353.74,0.74806,1.59708,1.19023,0.73889,0.76749,0.83742,0.78906,0.35431,1.21052,1.06104,0.00012625,0.00012625,0.00012625
12,1501.79,0.70999,1.39675,1.16152,0.84185,0.81634,0.89243,0.84988,0.33611,1.05863,1.0616,0.000113875,0.000113875,0.000113875
13,1659.29,0.65718,1.25209,1.12252,0.85285,0.85211,0.92661,0.8857,0.32661,0.94798,1.05385,0.0001015,0.0001015,0.0001015
14,1824.77,0.65491,1.18133,1.1201,0.89095,0.87374,0.94067,0.91527,0.28553,0.80046,1.04113,8.9125e-05,8.9125e-05,8.9125e-05
15,1985.89,0.64381,1.11231,1.11864,0.89025,0.8947,0.95262,0.92495,0.28095,0.75776,1.04039,7.675e-05,7.675e-05,7.675e-05
16,2192.24,0.6267,1.04265,1.10429,0.88224,0.89246,0.94955,0.93762,0.22263,0.7558,1.03003,6.4375e-05,6.4375e-05,6.4375e-05
17,2525.5,0.63074,1.00727,1.11476,0.92096,0.92512,0.96628,0.95342,0.24414,0.64905,1.03138,5.2e-05,5.2e-05,5.2e-05
18,2819.02,0.6052,0.95772,1.09663,0.92503,0.92054,0.97029,0.96081,0.21534,0.64663,1.02579,3.9625e-05,3.9625e-05,3.9625e-05
1,147.03,1.64803,4.37652,1.80797,0.03384,0.78621,0.06145,0.04396,0.98148,3.73117,1.4114,8.29832e-05,8.29832e-05,8.29832e-05
2,271.54,0.99801,3.41861,1.23795,0.24198,0.37631,0.20961,0.18004,0.64611,3.01362,1.20241,0.000158084,0.000158084,0.000158084
3,379.746,0.96938,2.85024,1.2182,0.36522,0.52988,0.39357,0.3159,0.72181,2.53065,1.27537,0.000224935,0.000224935,0.000224935
4,486.426,0.90546,2.49638,1.16402,0.47577,0.55748,0.5279,0.45334,0.60892,2.23477,1.18596,0.000212875,0.000212875,0.000212875
5,587.735,0.85944,2.26349,1.1326,0.57265,0.63134,0.63352,0.56338,0.53558,1.93673,1.15819,0.0002005,0.0002005,0.0002005
6,688.558,0.82708,2.09721,1.12422,0.61697,0.6547,0.70606,0.63521,0.45557,1.75426,1.1378,0.000188125,0.000188125,0.000188125
7,790.824,0.78971,1.96011,1.1027,0.6475,0.71531,0.76825,0.69729,0.4108,1.58647,1.11321,0.00017575,0.00017575,0.00017575
8,903.659,0.76802,1.84515,1.08956,0.73512,0.79004,0.84731,0.78762,0.3892,1.34257,1.09946,0.000163375,0.000163375,0.000163375
9,1013.38,0.74929,1.75828,1.08368,0.75935,0.77485,0.85402,0.80304,0.34014,1.29312,1.09473,0.000151,0.000151,0.000151
10,1118.83,0.72415,1.66551,1.07018,0.78846,0.78874,0.87173,0.79733,0.41031,1.23061,1.10729,0.000138625,0.000138625,0.000138625
11,1255.75,0.77168,1.55033,1.21087,0.81688,0.79878,0.89234,0.83993,0.3423,1.09719,1.0637,0.00012625,0.00012625,0.00012625
12,1361.98,0.73083,1.34901,1.17372,0.8615,0.84891,0.9258,0.87022,0.34518,0.96096,1.0621,0.000113875,0.000113875,0.000113875
13,1462.14,0.68263,1.21145,1.13902,0.87476,0.8532,0.9412,0.86308,0.40962,0.88513,1.07553,0.0001015,0.0001015,0.0001015
14,1564.16,0.66944,1.14119,1.12855,0.89148,0.8931,0.95353,0.91619,0.30809,0.78492,1.04771,8.9125e-05,8.9125e-05,8.9125e-05
15,1665.95,0.65962,1.08043,1.12886,0.9017,0.90347,0.95939,0.93355,0.28443,0.74659,1.04158,7.675e-05,7.675e-05,7.675e-05
16,1767.6,0.64138,1.00766,1.11487,0.92059,0.91467,0.9659,0.9379,0.28475,0.69908,1.03948,6.4375e-05,6.4375e-05,6.4375e-05
17,1870.19,0.6439,0.95978,1.12463,0.93479,0.93313,0.97524,0.95897,0.24995,0.61573,1.03202,5.2e-05,5.2e-05,5.2e-05
18,1972.94,0.62249,0.91723,1.1088,0.93878,0.93747,0.97824,0.96224,0.24859,0.59173,1.03073,3.9625e-05,3.9625e-05,3.9625e-05
19,2074.01,0.62628,0.88706,1.11345,0.94756,0.9464,0.98095,0.97096,0.22971,0.57813,1.02865,2.725e-05,2.725e-05,2.725e-05
20,2177.96,0.60192,0.8704,1.09183,0.95279,0.9526,0.98272,0.97411,0.20689,0.55774,1.02585,1.4875e-05,1.4875e-05,1.4875e-05
1,108.144,1.67046,4.34626,1.83502,0.02791,0.8978,0.05379,0.03687,1.16439,3.75448,1.52936,8.95814e-05,8.95814e-05,8.95814e-05
2,229.517,1.01974,3.39213,1.27341,0.27014,0.35688,0.19901,0.17025,0.56187,3.07637,1.16952,0.000170692,0.000170692,0.000170692
3,339.299,0.95597,2.83175,1.23051,0.35017,0.49871,0.35926,0.31741,0.48247,2.53952,1.14357,0.000242893,0.000242893,0.000242893
4,448.651,0.8943,2.52477,1.18408,0.44397,0.59131,0.50367,0.43619,0.57367,2.14002,1.17898,0.000229905,0.000229905,0.000229905
5,560.667,0.86279,2.28097,1.149,0.47486,0.56525,0.54379,0.50301,0.39586,2.12328,1.09294,0.00021654,0.00021654,0.00021654
6,672.836,0.81291,2.1197,1.12728,0.50759,0.6854,0.66196,0.57375,0.5557,1.81209,1.16753,0.000203175,0.000203175,0.000203175
7,784.699,0.78079,1.97535,1.10926,0.63392,0.69178,0.72742,0.63852,0.45618,1.65344,1.12778,0.00018981,0.00018981,0.00018981
8,896.654,0.75038,1.86286,1.09318,0.68807,0.71508,0.75848,0.67889,0.48408,1.49685,1.12362,0.000176445,0.000176445,0.000176445
9,1008.85,0.73119,1.76166,1.07219,0.67821,0.74153,0.79868,0.73017,0.39818,1.41213,1.11341,0.00016308,0.00016308,0.00016308
10,1122.24,0.70899,1.69027,1.07083,0.73805,0.77942,0.83191,0.76322,0.40376,1.27194,1.09404,0.000149715,0.000149715,0.000149715
11,1264.02,0.76306,1.58167,1.20142,0.74603,0.78421,0.83618,0.77035,0.3781,1.26836,1.08532,0.00013635,0.00013635,0.00013635
12,1375.16,0.71486,1.41171,1.17385,0.80792,0.83727,0.89563,0.86493,0.297,1.07875,1.05548,0.000122985,0.000122985,0.000122985
13,1485.48,0.69245,1.30192,1.15468,0.8581,0.85389,0.92538,0.87999,0.33504,0.96103,1.06352,0.00010962,0.00010962,0.00010962
14,1602.69,0.67141,1.20545,1.15173,0.85008,0.8826,0.93187,0.91016,0.28354,0.87704,1.05206,9.6255e-05,9.6255e-05,9.6255e-05
15,1713.25,0.6488,1.1238,1.12631,0.88434,0.88734,0.94861,0.93198,0.25941,0.83111,1.04736,8.289e-05,8.289e-05,8.289e-05
16,1826.61,0.64882,1.07596,1.13452,0.91729,0.90725,0.96227,0.94808,0.24621,0.76193,1.04135,6.9525e-05,6.9525e-05,6.9525e-05
17,1936.06,0.63819,1.02421,1.12333,0.92017,0.90647,0.96352,0.9296,0.29804,0.74785,1.04803,5.616e-05,5.616e-05,5.616e-05
18,2044.28,0.61307,0.98499,1.10749,0.91252,0.92865,0.96917,0.96164,0.21033,0.68777,1.02922,4.2795e-05,4.2795e-05,4.2795e-05
19,2153.25,0.59992,0.92854,1.09929,0.9363,0.9322,0.97358,0.96315,0.23548,0.65693,1.03687,2.943e-05,2.943e-05,2.943e-05
20,2263.19,0.60692,0.9187,1.11227,0.94466,0.93834,0.97605,0.96781,0.20309,0.60845,1.03037,1.6065e-05,1.6065e-05,1.6065e-05
1,116.237,1.66447,4.30848,1.83044,0.03242,0.90811,0.06527,0.05002,0.85334,3.65971,1.35333,9.75025e-05,9.75025e-05,9.75025e-05
2,225.38,1.0354,3.31415,1.30392,0.25206,0.50311,0.19732,0.14312,1.07008,3.29946,1.5987,0.000185825,0.000185825,0.000185825
3,334.632,0.97522,2.79281,1.26003,0.34312,0.52885,0.36539,0.31378,0.58415,2.47884,1.21032,0.000264446,0.000264446,0.000264446
4,440.213,0.92615,2.4664,1.21146,0.44858,0.63611,0.52876,0.47274,0.53386,2.15385,1.17623,0.000250341,0.000250341,0.000250341
5,545.25,0.86373,2.20816,1.16385,0.4922,0.65084,0.60391,0.51968,0.61753,1.96237,1.20736,0.000235788,0.000235788,0.000235788
6,656.161,0.82617,2.03312,1.1392,0.61749,0.71221,0.71003,0.63988,0.46343,1.62887,1.1445,0.000221235,0.000221235,0.000221235
7,768.374,0.81325,1.93006,1.14068,0.64221,0.72705,0.75566,0.66998,0.48412,1.46553,1.14536,0.000206682,0.000206682,0.000206682
8,872.217,0.77852,1.82282,1.11909,0.68817,0.76473,0.80531,0.69853,0.5395,1.41195,1.17119,0.000192129,0.000192129,0.000192129
9,972.597,0.7662,1.72989,1.11657,0.71187,0.76257,0.81709,0.74285,0.43091,1.3418,1.1396,0.000177576,0.000177576,0.000177576
10,1071.64,0.72105,1.6544,1.0825,0.74511,0.78594,0.85056,0.77342,0.43301,1.27618,1.10318,0.000163023,0.000163023,0.000163023
11,1202.77,0.78037,1.54174,1.22896,0.76298,0.79991,0.87745,0.82171,0.37157,1.13813,1.08528,0.00014847,0.00014847,0.00014847
12,1300.33,0.71715,1.36395,1.18106,0.78385,0.80211,0.89384,0.85285,0.31562,1.10162,1.06239,0.000133917,0.000133917,0.000133917
13,1399.66,0.68452,1.25203,1.16144,0.85038,0.87223,0.92758,0.87465,0.36305,0.9162,1.08282,0.000119364,0.000119364,0.000119364
14,1499.6,0.67887,1.17872,1.16545,0.85267,0.89205,0.94318,0.85853,0.41412,0.86996,1.0826,0.000104811,0.000104811,0.000104811
15,1596.88,0.64992,1.12183,1.1467,0.91574,0.90941,0.95974,0.93185,0.28696,0.7173,1.05124,9.0258e-05,9.0258e-05,9.0258e-05
16,1694.04,0.63524,1.01093,1.13004,0.90596,0.91177,0.96411,0.94672,0.23205,0.68943,1.04265,7.5705e-05,7.5705e-05,7.5705e-05
17,1792.09,0.61376,0.95727,1.11701,0.92781,0.92799,0.97145,0.9139,0.34312,0.66168,1.06164,6.1152e-05,6.1152e-05,6.1152e-05
18,1891.03,0.63174,0.93362,1.13681,0.93658,0.92465,0.9756,0.95974,0.26327,0.62586,1.04186,4.6599e-05,4.6599e-05,4.6599e-05
19,1989.84,0.62536,0.89327,1.13072,0.94239,0.9431,0.97943,0.9654,0.243,0.58958,1.04075,3.2046e-05,3.2046e-05,3.2046e-05
20,2088.95,0.60843,0.87671,1.11893,0.95139,0.94066,0.98064,0.97237,0.2036,0.56765,1.03119,1.7493e-05,1.7493e-05,1.7493e-05
1,156.074,1.63098,4.36524,1.9019,0.03395,0.8828,0.06108,0.04429,0.81405,3.9885,1.2825,9.75025e-05,9.75025e-05,9.75025e-05
2,299.635,1.00886,3.37919,1.3377,0.27753,0.41979,0.21753,0.15111,1.16602,3.93025,1.45799,0.000189051,0.000189051,0.000189051
3,443.947,0.96052,2.83517,1.27794,0.379,0.46623,0.38058,0.29613,0.9211,2.74175,1.21928,0.000274131,0.000274131,0.000274131
4,588.71,0.88857,2.45657,1.20736,0.38928,0.62184,0.50459,0.43589,0.60151,2.31645,0.98949,0.000264894,0.000264894,0.000264894
5,732.646,0.83336,2.21355,1.16421,0.46169,0.5856,0.56017,0.47576,0.65266,2.17763,1.05417,0.000255192,0.000255192,0.000255192
6,871.545,0.80566,2.01919,1.15012,0.60619,0.71783,0.71286,0.63146,0.50389,1.66572,0.94487,0.00024549,0.00024549,0.00024549
7,1011.12,0.77983,1.88206,1.14255,0.61927,0.7127,0.73462,0.67024,0.41247,1.66126,0.92438,0.000235788,0.000235788,0.000235788
8,1150.57,0.75205,1.78572,1.12369,0.71833,0.77595,0.82423,0.734,0.54694,1.42331,0.95197,0.000226086,0.000226086,0.000226086
9,1292.97,0.73624,1.67443,1.11975,0.69772,0.74565,0.80661,0.72064,0.49835,1.4232,0.93955,0.000216384,0.000216384,0.000216384
10,1430.93,0.69844,1.59679,1.09095,0.73163,0.80129,0.85843,0.79849,0.37436,1.22192,0.86278,0.000206682,0.000206682,0.000206682
11,1572.56,0.69327,1.51753,1.09466,0.77249,0.8015,0.86039,0.7997,0.39072,1.15299,0.87239,0.00019698,0.00019698,0.00019698
12,1709.25,0.67175,1.44433,1.08085,0.80565,0.81254,0.89354,0.84745,0.33862,1.03452,0.84284,0.000187278,0.000187278,0.000187278
13,1848.03,0.67129,1.39718,1.07515,0.85227,0.85038,0.92118,0.88215,0.3353,0.97617,0.86946,0.000177576,0.000177576,0.000177576
14,1985.74,0.64033,1.3543,1.0639,0.84494,0.86076,0.92194,0.89024,0.29484,0.89997,0.84079,0.000167874,0.000167874,0.000167874
15,2123.57,0.63835,1.30305,1.068,0.83882,0.86634,0.9284,0.85644,0.4358,0.91427,0.8947,0.000158172,0.000158172,0.000158172
16,2259.34,0.62787,1.24764,1.06192,0.85982,0.87068,0.93851,0.91899,0.24861,0.83569,0.82661,0.00014847,0.00014847,0.00014847
17,2400.69,0.61045,1.2423,1.05068,0.88058,0.87816,0.95113,0.92571,0.31544,0.80197,0.85427,0.000138768,0.000138768,0.000138768
18,2541,0.597,1.20819,1.05521,0.87453,0.88971,0.95052,0.93151,0.2542,0.77548,0.82245,0.000129066,0.000129066,0.000129066
19,2677.46,0.57743,1.16223,1.03838,0.8882,0.91522,0.96059,0.94086,0.29363,0.72533,0.84147,0.000119364,0.000119364,0.000119364
20,2814.31,0.58395,1.14321,1.04078,0.92595,0.91296,0.96588,0.94651,0.25121,0.69655,0.81813,0.000109662,0.000109662,0.000109662
21,2984.52,0.66964,1.05062,1.23927,0.90238,0.92438,0.96488,0.94818,0.25941,0.67655,0.8293,9.996e-05,9.996e-05,9.996e-05
22,3125.1,0.62238,0.94864,1.20075,0.93706,0.93827,0.97678,0.94916,0.28486,0.6282,0.8227,9.0258e-05,9.0258e-05,9.0258e-05
23,3263.38,0.60075,0.87064,1.18175,0.91726,0.9141,0.97368,0.94569,0.26886,0.66153,0.82526,8.0556e-05,8.0556e-05,8.0556e-05
24,3399.17,0.60421,0.8192,1.18512,0.94736,0.94879,0.98247,0.96893,0.23807,0.56439,0.81484,7.0854e-05,7.0854e-05,7.0854e-05
25,3531.59,0.59354,0.77449,1.178,0.95804,0.94933,0.98509,0.97409,0.21889,0.5268,0.80428,6.1152e-05,6.1152e-05,6.1152e-05
26,3661.03,0.57272,0.75056,1.16562,0.95702,0.95922,0.98642,0.97799,0.20437,0.5059,0.79589,5.145e-05,5.145e-05,5.145e-05
27,3790.56,0.5597,0.71752,1.15283,0.9612,0.96906,0.98775,0.98356,0.15969,0.48309,0.78577,4.1748e-05,4.1748e-05,4.1748e-05
